duration, protocol_type, service, flag, src_bytes, dst_bytes, land, wrong_fragment, urgent, hot, num_failed_logins, logged_in, num_compromised, root_shell, su_attempted, num_root, num_file_creations, num_shells, num_access_files, num_outbound_cmds, is_host_login, is_guest_login, count, srv_count, serror_rate, srv_error_rate, rerror_rate, srv_rerror_rate, same_srv_rate, diff_srv_rate, srv_diff_host_rate, dst_host_count, dst_host_srv_count, dst_host_same_srv_rate, dst_host_diff_srv_rate, dst_host_same_src_port_rate, dst_host_srv_diff_host_rate, dst_host_serror_rate, dst_host_srv_serror_rate, dst_host_rerror_rate, dst_host_srv_rerror_rate, AttackType
0, 0, 0, 0, 0.00261, 0.03532, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.085, 0.255, 0.1, 0, 0.001, 0.004, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00213, 0.01415, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0.005, 0, 0, 0, 0, 0.1, 0, 0, 0.135, 0.135, 0.1, 0, 0.001, 0, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00214, 0.01108, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.004, 0, 0, 0, 0, 0.1, 0, 0, 0.143, 0.255, 0.1, 0, 0.001, 0.003, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00141, 0.04027, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.119, 0.255, 0.1, 0, 0.001, 0.004, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00255, 0.00962, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01, 0.01, 0, 0, 0, 0, 0.1, 0, 0, 0.092, 0.227, 0.1, 0, 0.001, 0.003, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00212, 0.04433, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013, 0.017, 0, 0, 0, 0, 0.1, 0, 0.012, 0.087, 0.255, 0.1, 0, 0.001, 0.005, 0, 0, 0, 0, Normal
0, 0, 0.12, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0.1, 0.1, 0, 0, 0.1, 0, 0, 0.054, 0.001, 0.002, 0.081, 0.085, 0, 0.085, 0.1, 0, 0, NMap
0, 0, 0, 0, 0.00209, 0.0104, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.016, 0, 0, 0, 0, 0.1, 0, 0.019, 0.198, 0.255, 0.1, 0, 0.001, 0.001, 0, 0, 0, 0, Normal
0, 0, 0.23, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.052, 0.001, 0.002, 0, 0.09, 0.1, 0.002, 0.1, 0, 0.255, 0.001, 0, 0.023, 0, 0, 0, 0, 0.019, 0.1, Satan
0, 0, 0, 0, 0.00232, 0.0028, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.003, 0, 0, 0, 0, 0.1, 0, 0.067, 0.085, 0.255, 0.1, 0, 0.001, 0.002, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00214, 0.01108, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.175, 0.255, 0.1, 0, 0.001, 0.002, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00215, 0.02281, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.006, 0.02, 0, 0, 0, 0, 0.1, 0, 0.015, 0.202, 0.255, 0.1, 0, 0, 0.001, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00209, 0.54655, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.001, 0.255, 0.1, 0, 0.1, 0.003, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00214, 0.01412, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013, 0.013, 0, 0, 0, 0, 0.1, 0, 0, 0.013, 0.255, 0.1, 0, 0.008, 0.005, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00162, 0.00682, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.001, 0.255, 0.1, 0, 0.1, 0.005, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00225, 0.01151, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.014, 0.015, 0, 0, 0, 0, 0.1, 0, 0.013, 0.106, 0.255, 0.1, 0, 0.001, 0.004, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00219, 0.03946, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.001, 0.255, 0.1, 0, 0.1, 0.004, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00215, 0.02712, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.011, 0.011, 0, 0, 0, 0, 0.1, 0, 0, 0.055, 0.255, 0.1, 0, 0.002, 0.005, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00349, 0.00481, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.006, 0, 0, 0, 0, 0.1, 0, 0.05, 0.025, 0.255, 0.1, 0, 0.004, 0.005, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00304, 0.00616, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013, 0.013, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00156, 0.04145, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.009, 0.009, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00229, 0.04027, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.007, 0, 0, 0, 0, 0.1, 0, 0.029, 0.002, 0.255, 0.1, 0, 0.05, 0.006, 0, 0, 0, 0, Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.097, 0.008, 0.1, 0.1, 0, 0, 0.008, 0.006, 0, 0.206, 0.008, 0.004, 0.006, 0, 0, 0.1, 0.1, 0, 0, Neptune
0, 0, 0.12, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0.1, 0.1, 0, 0, 0.1, 0, 0, 0.199, 0.001, 0.001, 0.095, 0.096, 0, 0.096, 0.1, 0, 0, NMap
0, 0, 0, 0, 0.00324, 0.01227, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.009, 0.011, 0, 0, 0, 0, 0.1, 0, 0.018, 0.117, 0.117, 0.1, 0, 0.001, 0, 0, 0, 0, 0, Normal
0, 0, 0.14, 0, 0, 0.02072, 0, 0, 0, 0.1, 0, 0.1, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0.003, 0.003, 0, 0, 0, 0, 0.1, 0, 0, 0.004, 0.084, 0.1, 0, 0.1, 0.002, 0, 0, 0, 0, BufferOverflow
0, 0, 0, 0, 0.00259, 0.03917, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.042, 0.255, 0.1, 0, 0.002, 0.005, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.0031, 0.01408, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.043, 0.255, 0.1, 0, 0.005, 0.002, 0, 0, 0, 0, Normal
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.32, 0.32, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.148, 0.058, 0.001, 0.058, 0, 0, 0, 0, 0, Smurf
0, 0, 0, 0, 0.00222, 0.00861, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0.005, 0, 0, 0, 0, 0.1, 0, 0, 0.032, 0.123, 0.1, 0, 0.003, 0.004, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00305, 0.0528, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.004, 0, 0, 0, 0, 0.1, 0, 0, 0.211, 0.255, 0.1, 0, 0, 0.001, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00213, 0.01108, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.002, 0, 0, 0, 0, 0.1, 0, 0, 0.158, 0.255, 0.1, 0, 0.001, 0.003, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00244, 0.0168, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.022, 0, 0, 0, 0, 0.1, 0, 0.009, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Normal
0, 0, 0.12, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.164, 0.001, 0.004, 0, 0.089, 0.1, 0.001, 0.099, 0, 0.255, 0.001, 0, 0.065, 0, 0, 0.002, 0, 0.058, 0.1, Satan
0, 0, 0, 0, 0.0029, 0.0046, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.023, 0.255, 0.1, 0, 0.004, 0.005, 0, 0, 0, 0, Normal
0, 0, 0.12, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.133, 0.001, 0.002, 0.1, 0.092, 0, 0.001, 0.1, 0, 0.255, 0.001, 0, 0.053, 0, 0, 0.001, 0.1, 0.048, 0, Satan
0, 0, 0, 0, 0.00213, 0.02369, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.012, 0.012, 0, 0, 0, 0, 0.1, 0, 0, 0.056, 0.255, 0.1, 0, 0.002, 0.005, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00219, 0.01651, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.006, 0, 0, 0, 0, 0.1, 0, 0.033, 0.164, 0.255, 0.1, 0, 0.001, 0.003, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.0022, 0.01425, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.013, 0.013, 0, 0, 0, 0, 0.1, 0, 0, 0.124, 0.255, 0.1, 0, 0.001, 0.002, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00197, 0.09317, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.007, 0.01, 0, 0, 0, 0, 0.1, 0, 0.03, 0.038, 0.255, 0.1, 0, 0.003, 0.005, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.5454, 0.08314, 0, 0, 0, 0.2, 0, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.004, 0, 0, 0, 0, 0.1, 0, 0, 0.141, 0.141, 0.1, 0, 0.001, 0, 0, 0, 0.005, 0.005, Back
0, 0, 0, 0, 0.00246, 0.01713, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.007, 0.007, 0, 0, 0, 0, 0.1, 0, 0, 0.229, 0.255, 0.1, 0, 0, 0.001, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00235, 0.20165, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003, 0.003, 0, 0, 0, 0, 0.1, 0, 0, 0.007, 0.255, 0.1, 0, 0.014, 0.005, 0, 0, 0, 0, Normal
0, 0, 0, 0.07, 0, 0, 0, 0, 0, 0.1, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.052, 0.001, 0.081, 0.1, 0.019, 0, 0.002, 0.04, 0, 0.255, 0.204, 0.08, 0.008, 0.02, 0, 0.016, 0, 0.004, 0, PortSweep
0, 0, 0.29, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.159, 0.001, 0.013, 0.1, 0.087, 0, 0.001, 0.058, 0, 0.255, 0.001, 0, 0.036, 0.062, 0, 0.008, 0.1, 0.055, 0, PortSweep
0, 0, 0, 0, 0.00304, 0.09536, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.006, 0.006, 0, 0, 0, 0, 0.1, 0, 0, 0.021, 0.255, 0.1, 0, 0.005, 0.002, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00296, 0.01227, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.006, 0.006, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Normal
0, 0, 0.12, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0.1, 0.1, 0, 0, 0.1, 0, 0, 0.24, 0.001, 0, 0.095, 0.097, 0, 0.097, 0.1, 0, 0, NMap
0, 0, 0, 0, 0.00264, 0.16123, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.013, 0, 0, 0, 0, 0.1, 0, 0.023, 0.02, 0.255, 0.1, 0, 0.005, 0.005, 0, 0, 0, 0, Normal
0, 0, 0.12, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0.1, 0.1, 0, 0, 0.1, 0, 0, 0.146, 0.001, 0.001, 0.093, 0.095, 0, 0.095, 0.1, 0, 0, NMap
0, 0, 0, 0, 0.0019, 0.03727, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.007, 0.007, 0, 0, 0, 0, 0.1, 0, 0, 0.092, 0.255, 0.1, 0, 0.001, 0.004, 0, 0, 0, 0, Normal
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.511, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.153, 0.06, 0.001, 0.06, 0, 0, 0, 0, 0, Smurf
0, 0, 0.03, 0, 9E-05, 0.00038, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002, 0.001, 0, 0, 0, 0, 0.05, 0.1, 0, 0.012, 0.009, 0.008, 0.025, 0.008, 0.022, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00212, 0.06107, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.007, 0.007, 0, 0, 0, 0, 0.1, 0, 0, 0.035, 0.255, 0.1, 0, 0.003, 0.004, 0, 0, 0, 0, Normal
0, 0, 0, 0, 0.00241, 0.01484, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.003, 0, 0, 0, 0, 0.1, 0, 0.1, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Normal
0.0001, 0, 0.12, 0.09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.066, 0.003, 0.079, 0.067, 0.021, 0.033, 0.005, 0.038, 0, 0.255, 0.003, 0.001, 0.01, 0.026, 0, 0.02, 0.067, 0.005, 0.033, PortSweep
0, 0.02, 0.09, 0, 0.01032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.511, 0.511, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.244, 0.096, 0.001, 0.096, 0, 0, 0, 0, 0, Smurf
0, 0, 0, 0, 0.5454, 0.08314, 0, 0, 0, 0.2, 0, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.004, 0.004, 0, 0, 0, 0, 0.1, 0, 0, 0.11, 0.11, 0.1, 0, 0.001, 0, 0, 0, 0.005, 0.005, Back
0, 0, 0, 0, 0.00337, 0.00909, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0.005, 0, 0, 0, 0, 0.1, 0, 0, 0.255, 0.255, 0.1, 0, 0, 0, 0, 0, 0, 0, Normal
0, 0, 0.01, 0, 0.03366, 0.00328, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0.001, 0, 0, 0, 0, 0.1, 0, 0, 0.057, 0.034, 0.06, 0.009, 0.002, 0, 0, 0, 0, 0, Normal
